Designator,Mid X,Mid Y,Layer,Rotation
C1, 9.93,17.75,Top,0.0
C2, 5.18,10.57,Top,180.0
C3, 1.73, 7.92,Top,90.0
D1,15.49, 3.33,Top,90.0
FID3,16.05,24.08,Top,0.0
FID4,-30.48,-36.83,Top,0.0
IC1,10.16,13.97,Top,90.0
J1, 9.65, 5.33,Top,0.0
J2, 9.65,20.45,Top,180.0
Q2, 9.25, 9.88,Top,90.0
R1,12.19, 9.37,Top,270.0
R2,15.37, 1.55,Top,180.0
R3, 5.71,14.10,Top,270.0
U2, 4.83, 7.77,Top,90.0
